user_id,churn_prob,true,risk_tier,plan_tier,region,latest_mrr,features_used,sessions_per_week,days_since_last_seen
356ff89f-0993-4229-86ed-f4c9f809cfaa,0.5238187070822979,1,Medium,free,EU,0.0,,,
2cd49766-ac2f-40d2-86bb-9dd35d41f02e,0.49864396168448927,1,Medium,free,APAC,0.0,,,
9e13e4fc-5eb6-4efe-a4bb-2ab55c7343a6,0.39322455814572377,0,Medium,free,APAC,0.0,,,
d608d8bc-1596-47e2-9bb7-b737254ae253,0.5856242635634012,0,Medium,free,NA,0.0,,7.0,90.0
22ad985e-5c22-41eb-9348-88d7562e9825,0.43651423643110115,0,Medium,free,NA,0.0,,,
e8c1c12a-cb0a-4660-96e2-dc3cbb781ede,0.3659745440595347,0,Medium,free,APAC,0.0,1.0,7.0,116.0
4de45256-c01a-4f79-8a25-bb6408fa2339,0.5384022808003395,0,Medium,free,NA,0.0,,,
71168ff5-eaff-47c0-88c0-7fce3c4507aa,0.5053716746044408,0,Medium,free,EU,0.0,,,
678734ac-fa60-4089-8b37-c5a993905a55,0.3220857563496148,0,Medium,free,APAC,0.0,1.0,7.0,130.0
900f1a57-e927-48b4-b28a-6001ee453520,0.5999715307026544,1,Medium,free,NA,0.0,,,
67542884-5fc9-489e-9f43-c4353e26aa61,0.3987143212323249,1,Medium,free,APAC,0.0,1.0,7.0,52.0
c190fd95-4562-4033-87ba-65b32a56afe5,0.3747337355987826,0,Medium,standard,NA,76.8,,7.0,304.0
3cd3d6da-84da-419e-b4fb-f0aee24fe8ff,0.3378521211096894,1,Medium,free,NA,0.0,,7.0,210.0
86c44d17-6ad9-4218-b49e-7ffa0a9142b2,0.5209667174692059,0,Medium,free,EU,0.0,,,
e543f9e4-f3c2-4267-a9c4-cc959918a7d6,0.5049162067985615,1,Medium,free,APAC,88.0,,,
adcec2fe-d964-4536-bb3c-b8a9c8bc633a,0.5757638932386804,0,Medium,free,APAC,0.0,,,
314d01e2-cf99-45c6-a2fc-e2179c9ebdb3,0.5130100256816684,0,Medium,free,EU,0.0,,,
89b88cc5-93b9-46fb-aa8e-93f503165807,0.5434194462214287,0,Medium,free,NA,0.0,,,
4343cd9a-16eb-4942-be09-98f2816c2154,0.4093120660306105,0,Medium,free,EU,0.0,,,
7bb9698e-29b3-406b-b65e-9173b0de8be6,0.3987926985691984,0,Medium,free,NA,0.0,,,
ccd99bab-1215-4978-b3b9-e2e083010875,0.552553910404896,0,Medium,free,EU,0.0,,,
6086e76e-4fbc-44e6-8580-cb8c35db651a,0.4097887258784843,1,Medium,free,EU,0.0,,,
9a4899d4-6b88-44a7-9699-986222b6b261,0.52754432993613,0,Medium,free,APAC,0.0,,,
e48167f5-d4ab-47e4-9b97-4a90c20acb1a,0.4346127308119952,0,Medium,free,APAC,0.0,,,
e6f118bd-cecd-4ad8-b99c-7bdb8ae20e2a,0.5567123531801987,0,Medium,free,NA,0.0,,,
9f326817-0251-4c7b-941c-9cb8375a98f1,0.43584193777891006,1,Medium,free,NA,0.0,,,
c38a8709-9eb8-4ede-a274-769bc761f697,0.4030876420446524,1,Medium,free,APAC,0.0,3.0,7.0,102.0
7d6f8359-d2e7-468d-83bc-e16de74209c2,0.44245341477902606,0,Medium,free,EU,0.0,,,
45932baa-6148-4feb-9650-abf95c5ec9f8,0.5219384671887929,0,Medium,free,LATAM,0.0,,,
4b11dab7-ff28-4f2d-8a13-6618f1633ca4,0.4649993975399476,1,Medium,free,EU,0.0,,,
d6d69cbe-efbe-4812-b565-d7e8b2a04723,0.45256932290043816,1,Medium,free,NA,0.0,,,
24752e2a-6fc0-4fff-a29b-6993d931f31b,0.5619851637061362,0,Medium,free,EU,0.0,,,
156bd916-cfc4-4922-bdd8-71d989f47cbc,0.506164544452359,0,Medium,free,NA,0.0,,,
3e8b4290-bac5-4e9f-b911-dde63ff48d53,0.3061309413874587,1,Medium,free,EU,0.0,2.0,7.0,105.0
53013128-fbab-486e-8dd4-7af8e6296530,0.30338137016847144,0,Medium,free,NA,0.0,1.0,7.0,13.0
0135eec0-caf8-4875-9a66-b6b5a806de1e,0.46772404717627875,0,Medium,free,APAC,0.0,,,
67b4cbbe-47a3-4008-801a-f552f77a60ee,0.41302180543092454,1,Medium,free,EU,0.0,,,
46e1cc7d-3339-4a8f-a435-1641c631cb91,0.5248965699906802,0,Medium,free,EU,0.0,1.0,7.0,199.0
6a670001-5322-4d4f-a759-f517ed5e7dcd,0.5963414141743244,0,Medium,free,NA,0.0,,7.0,49.0
6641054a-2c49-40bc-a214-f416a674cc59,0.5871179357365985,1,Medium,free,APAC,0.0,,7.0,204.0
5defbd10-ed24-4129-b83b-b94733aadb6c,0.325637963943172,0,Medium,free,LATAM,0.0,1.0,7.0,368.0
1a440def-50d6-4796-8a48-f15fe46a6191,0.45060493857953754,0,Medium,free,EU,0.0,,,
43a8419b-3661-4440-a1b2-0edf0390efb7,0.43863528840373106,0,Medium,free,LATAM,0.0,,,
478abd03-2cda-45ca-b2b8-2414cb780ab0,0.4600814470080894,0,Medium,free,NA,0.0,,,
08af3a1a-b598-4ca0-9eb8-b54edd0d4d64,0.310074276047752,1,Medium,free,EU,104.0,2.0,7.0,17.0
472dfead-cf95-4ef7-94b5-34d76b2ec4f3,0.5122604265835116,1,Medium,free,NA,0.0,,,
92994225-8b8a-48e1-8fe9-a8cd5612ad76,0.5077547122749202,1,Medium,free,APAC,0.0,,7.0,184.0
dbe3eff1-4e57-413d-b604-21971cc87485,0.35886569917234096,1,Medium,free,NA,0.0,,,
f67e4b36-4848-44d6-9a9e-5c6e91fc0468,0.3756017024342855,1,Medium,free,LATAM,0.0,,7.0,43.0
e92c0bb2-2b23-465a-b3ec-97b5937e1eb2,0.4919204486742098,1,Medium,free,EU,0.0,,7.0,72.0
a23a9276-b3f8-45a6-a03e-2d298d9eac3a,0.48085046036555756,0,Medium,free,NA,0.0,,,
228c5ec7-f019-4907-bc99-09c734307552,0.5222742117079688,1,Medium,free,EU,0.0,,7.0,3.0
da498685-0e1c-42f3-9017-8e3561ce5fe3,0.42802728958767494,0,Medium,free,APAC,0.0,,,
2c3a3c86-f4ce-4ed2-9622-5da815dc0505,0.49829625333105987,1,Medium,free,APAC,0.0,,,
4daf5722-e788-4235-8d8a-a153dd4bd016,0.4029426780670595,0,Medium,free,NA,0.0,,7.0,8.0
efe24bed-9130-4d67-bc97-59510bc264e9,0.316688338430541,0,Medium,free,APAC,0.0,1.0,7.0,65.0
3555af7a-bf27-4ab7-afd6-e418ddcb2e3d,0.35139198298227486,1,Medium,free,NA,0.0,2.0,7.0,45.0
6bfb8917-7330-43a2-8bae-18102252574a,0.44414549385092905,0,Medium,free,EU,0.0,,,
976ee428-460c-46ec-8bf3-2842c6fb16ee,0.37596611897320614,0,Medium,free,EU,0.0,1.0,7.0,140.0
78c7bd6a-3f7e-444e-8973-f391e79cc1a4,0.44258790854351654,0,Medium,free,NA,0.0,1.0,7.0,28.0
c99973b9-1f80-46b7-9e03-59f5e12d16d6,0.48903167481477755,1,Medium,free,NA,0.0,,,
c4fbe0b0-4623-4d38-bed7-a8b704ef4971,0.5214767874637948,0,Medium,free,NA,0.0,,,
ae13d07c-18b9-4cc9-95cc-2ea6314e0c0d,0.464967894865862,1,Medium,free,LATAM,0.0,,7.0,72.0
c3a37f80-52e2-4172-b510-d86acfac8925,0.3507703043423578,0,Medium,free,NA,0.0,1.0,7.0,23.0
1a89c5a7-9087-41e8-bd1e-5f599f634ede,0.5395964478275554,1,Medium,free,EU,0.0,,,
abb62042-55bd-4281-bba0-01bc4c1fe543,0.3828291607690468,0,Medium,standard,APAC,480.0,,7.0,39.0
d7e47e3d-dbb4-4f98-b11c-24512b8d158a,0.4696828145289567,0,Medium,free,NA,0.0,,,
6461579d-9f57-4c4c-ba76-a2974df3cd42,0.30316760248323504,0,Medium,free,EU,0.0,3.0,7.0,174.0
9cd20686-a6a7-4b9b-ad0b-2c3b097bf516,0.40417504951311073,0,Medium,free,APAC,0.0,,7.0,279.0
d7aa1332-602a-4efd-a842-3a6fc971984f,0.42089386409099544,1,Medium,free,LATAM,0.0,,7.0,193.0
071897e1-1a13-4dd7-906f-a1a55c59549a,0.5599856252528341,1,Medium,free,APAC,0.0,,,
9154f568-4690-46b8-a605-914a0b7131a5,0.4370084002610633,0,Medium,free,LATAM,0.0,,,
3a4045bd-ad30-49ec-bb72-8cf7d7d63767,0.46900228800012383,0,Medium,free,NA,0.0,,,
bf0fb939-eb26-4e29-84bf-31d14c7c2ab1,0.41428012036432044,0,Medium,free,NA,0.0,1.0,7.0,19.0
dcbf3e17-8d7e-4b5f-be1e-0551845acfb5,0.45933875050864353,0,Medium,free,APAC,44.8,,,
bb8fafd5-3da1-4ab4-840c-a591ff8c1491,0.5106976746528473,0,Medium,free,APAC,0.0,1.0,7.0,22.0
7cc7f16e-d135-4f28-9a7f-fde52f351d15,0.5351153125894714,1,Medium,free,NA,0.0,,,
88b0f25f-4d37-4801-b9cd-42bcb50337e0,0.5113677798875361,1,Medium,free,NA,0.0,,,
e48e8a86-8689-4d48-82ae-4218f4b2781f,0.5655571658786359,1,Medium,free,EU,0.0,,,
c47d47c7-2e25-44e0-829c-0723ac4f2cc0,0.4937013681526975,1,Medium,free,NA,0.0,,,
e708140e-7f0d-4997-aa59-7b17013a5213,0.5262496459072212,1,Medium,free,NA,0.0,1.0,7.0,88.0
0b4004d0-dae3-4d54-8780-e3fbaca6bc29,0.4415305317832389,0,Medium,free,APAC,0.0,,7.0,229.0
99853367-7ecf-44a6-85f1-7646122e795f,0.5061214589914146,1,Medium,free,NA,0.0,,7.0,12.0
84958a3d-35c9-4f95-8394-dbd4033db1be,0.4958045780380877,0,Medium,free,EU,0.0,,,
5ccbfb70-c826-4464-99e0-4c6f6872011a,0.40481286879241846,1,Medium,free,APAC,0.0,1.0,7.0,197.0
5a7b2868-d9bc-4db7-bde0-9a36db7ec7dc,0.3443603559163382,0,Medium,free,EU,0.0,,7.0,54.0
0b013252-8f5a-47c6-a1b4-6b63ae1cb341,0.5428001711155999,0,Medium,free,NA,0.0,,,
7498c8cc-d0ca-4570-b0eb-c0bce6f28e3f,0.5004014682280383,0,Medium,free,EU,0.0,1.0,7.0,20.0
e57e619a-6de7-42a5-ae9e-486045cf615b,0.38315223708573243,0,Medium,free,LATAM,0.0,2.0,7.0,80.0
a1a35102-06aa-4b35-bbd2-ed74eb7c9121,0.44184798126844904,1,Medium,free,APAC,0.0,,,
7196b3f2-5864-4a11-ae15-7357ff0e644c,0.30653895342929527,0,Medium,free,APAC,0.0,,7.0,58.0
398220b4-36de-4235-a614-cf675f7eb527,0.36630223009849716,0,Medium,free,APAC,0.0,,7.0,81.0
3a7d9fcf-8841-480b-b3e8-cb5a6521d723,0.5037408167197333,1,Medium,free,NA,0.0,,,
c03976de-f6a5-4f1c-9459-c03d14641ce5,0.48184830920132193,0,Medium,free,NA,0.0,,,
bd015d41-a641-4a99-aedb-ceb4c474404b,0.5206209442402284,1,Medium,free,NA,0.0,1.0,7.0,50.0
7fe658a5-c8d7-45f9-a3bd-861b9dde23b1,0.4751746732880129,0,Medium,free,NA,0.0,,,
5c0da397-f9cd-4368-80cc-17c802a04696,0.5581791986900287,1,Medium,free,APAC,0.0,2.0,7.0,51.0
697694c3-e281-4e24-9863-8af1815f3b2d,0.4524032762542039,0,Medium,free,NA,0.0,,,
988cbad9-41e6-417b-9f72-9729b94b73a5,0.5431486993705931,0,Medium,free,LATAM,0.0,,,
41a7cea5-d98d-4926-b25e-5ac23340a49d,0.4489352709032922,0,Medium,free,NA,0.0,,,
8317365d-963a-48a1-b93d-867a0f4bdedc,0.5275420013393616,1,Medium,free,NA,0.0,,,
fcc085cf-12bd-409b-a06a-38716282008c,0.4489584795506339,1,Medium,free,EU,0.0,,,
e646c93b-ff19-4e32-b04d-799221fc60a7,0.5478452688204254,0,Medium,free,LATAM,0.0,,,
f099a1fa-7f25-4e00-9218-881e60726410,0.5500980017848983,1,Medium,free,EU,0.0,,,
7854f322-f1aa-4d95-8f0f-9b573c510f84,0.5642504382238399,0,Medium,free,APAC,0.0,,,
977068bf-ca15-4428-8d1a-d8730f18a4e5,0.38431027661801676,0,Medium,free,NA,0.0,1.0,7.0,173.0
bf26be4a-5dd1-44a8-9b00-ea64cbee5201,0.44429041386417883,1,Medium,free,APAC,0.0,1.0,7.0,173.0
1493f026-2e50-493e-83f3-5cc2c4253f40,0.35532141589835664,0,Medium,free,APAC,0.0,,,
8c64da73-b74a-4e18-95fc-80bbf319bc62,0.44989537099302485,0,Medium,free,APAC,0.0,,,
94af53f2-ba8d-4230-bb46-e16d09c0af9c,0.4011488757085199,0,Medium,free,LATAM,0.0,,,
d2c3b065-6819-4717-aad4-fffafff33c38,0.36676391852431445,0,Medium,free,EU,0.0,1.0,7.0,147.0
7e0979dc-6343-4852-a8be-04d26a9c2b6f,0.4782428469742989,0,Medium,free,EU,0.0,,7.0,86.0
9d1d8642-1200-476e-8d5a-21fd73d922a6,0.4529437040113156,0,Medium,free,EU,0.0,,,
57bf5a1e-d898-400f-b0f5-834fdead3bdc,0.45549798232421396,1,Medium,free,NA,0.0,,7.0,71.0
0dd0f0a2-29dc-4951-b534-2b450f256c53,0.4489932509119994,0,Medium,free,NA,0.0,,,
bc71efcf-cf79-4116-b82c-1c580c409a7b,0.4136086944555899,0,Medium,free,APAC,0.0,,7.0,12.0
a1ae365d-12f0-44a4-8dfa-5e79cf2935ba,0.563671963153786,0,Medium,free,EU,0.0,,,
f5b7ccc5-be32-49f9-af1c-a959a9256ad7,0.4910526264435485,1,Medium,free,LATAM,0.0,1.0,7.0,380.0
9518c2fe-934b-4ca1-8530-6067d588e20a,0.5083741146720697,0,Medium,free,EU,0.0,,7.0,63.0
3da1c00b-7e17-4743-b17a-ddfdb7ed16b1,0.4107583694971502,0,Medium,free,NA,0.0,1.0,7.0,62.0
00cebb7a-f78e-46f0-9e76-276dc10c50c9,0.4611775388300899,1,Medium,free,APAC,0.0,,7.0,128.0
b3a78d63-5f25-4a1d-9db1-6059e4a23f26,0.5033389324807692,0,Medium,free,NA,0.0,,,
c25dee92-ec4c-4d00-a1fe-16df358710d5,0.4825253691946046,0,Medium,free,EU,0.0,,,
210697b7-ba09-49cd-8e88-4621dfe48720,0.516758123242681,1,Medium,free,EU,0.0,,,
1e96c7a6-e3e0-4e70-8d5b-7acc4a8a9ef5,0.33605588421069477,0,Medium,standard,NA,344.0,,,
696a59c2-c3f0-4468-aa89-c9d551f2e2e0,0.49093322039976295,1,Medium,free,APAC,0.0,,,
07965f05-c0f4-4331-a220-d3911e1e2426,0.31827281093373105,0,Medium,free,LATAM,0.0,1.0,7.0,126.0
36866a13-e62c-4495-9f78-557c209efda9,0.5438225483282179,0,Medium,free,NA,0.0,,,
160a46b5-3cd0-45c0-be47-c9b7ebe4eb6d,0.5908604207208222,0,Medium,free,EU,0.0,,,
ec622d78-b374-4c7d-a3cd-55533c84674a,0.45668391077909015,0,Medium,free,NA,0.0,,7.0,230.0
854ef2ef-a1ea-42aa-8ffa-adc1c15a9471,0.4872833166786772,1,Medium,free,NA,0.0,,7.0,259.0
6d2665c6-ab43-40fb-9fcf-a88bfc882428,0.3934250902661288,0,Medium,free,NA,0.0,,7.0,278.0
b96df6e4-1f6c-437f-beaf-6ee34805958c,0.4890286795985138,0,Medium,free,NA,0.0,,,
6f4daaec-d417-4e9b-afc0-0ef36600a437,0.5601095137490303,0,Medium,free,APAC,0.0,,,
bc6799e1-fa8e-4bed-9b07-0530539ee78e,0.3501885330914043,0,Medium,free,EU,0.0,1.0,7.0,190.0
8162ddad-1c8e-4e9a-aa8e-80d9029974ee,0.3247694303051393,0,Medium,standard,LATAM,152.0,,7.0,17.0
a96f1de5-6676-470d-ba5f-fe4787d70d86,0.40493090450383473,0,Medium,free,LATAM,0.0,,,
9e25a891-68d0-4509-a002-d5de2235bc4b,0.3403964151226592,0,Medium,free,APAC,0.0,,,
8bbe5e11-4680-41c6-82e3-16260d1144e5,0.47465073982145256,0,Medium,free,APAC,0.0,,,
a058b105-c5aa-4777-952f-9ba75a8f990e,0.5052295554354931,1,Medium,free,NA,0.0,,,
8884647f-190a-44cd-a89f-da3ca811908e,0.36185022398431593,1,Medium,free,EU,0.0,1.0,7.0,28.0
1d651307-29eb-4dbc-b870-f27a3f3d7da5,0.46906785795909883,1,Medium,free,NA,0.0,,,
2b616ad4-b74a-4ea1-8d25-8ddf2dc4a2b2,0.46779832739954985,0,Medium,free,EU,0.0,,,
221cce06-1e47-4d56-b3b7-487f91d00b23,0.4317175571990159,0,Medium,free,NA,0.0,,,
0eac32f3-2a9f-4227-af33-4d32b582915c,0.5276932372023082,1,Medium,free,APAC,0.0,,,
e319664d-5836-4b6f-875c-300ce4313f50,0.38034170279414076,0,Medium,free,EU,0.0,2.0,7.0,8.0
7e2b114b-70e7-427f-9c28-6ffdd163ff18,0.48236481591396907,0,Medium,free,APAC,0.0,,,
539873b1-0aeb-4609-9f7f-93a56d6c64d6,0.5009951392335643,0,Medium,free,EU,0.0,,,
53dbf243-56fc-496c-b789-5484664da91e,0.4793764485035639,0,Medium,free,LATAM,0.0,,,
64339c0b-0c9e-44ac-95a0-2e422e8f1c4b,0.4768309927708458,1,Medium,free,APAC,72.0,,7.0,168.0
6180c0d8-ee56-4035-b1a2-28d376a832b9,0.33442872817357244,1,Medium,free,APAC,0.0,,7.0,21.0
1b311c2a-6681-4e63-ba33-f3628c9aa8b2,0.4956822000817985,0,Medium,free,NA,0.0,,,
8a786b1c-5bb6-4975-b3dc-a46a01a41085,0.47376230069876246,0,Medium,free,NA,0.0,,7.0,133.0
b33ef6ba-d1f7-4200-8388-dbd48dfd6c0f,0.5246609005418413,0,Medium,free,EU,0.0,,,
019b9b3e-a2a9-4e14-9839-f48324cf89d5,0.4622662327495673,0,Medium,free,APAC,0.0,,,
c5596d3c-9672-456f-bc39-a0687d0eed9b,0.47277804222234515,0,Medium,free,APAC,0.0,,7.0,334.0
c8a2ee52-6652-4ccf-9602-3f1a266f74e5,0.5049659628143347,1,Medium,free,EU,0.0,,,
0e5e71d3-c6d6-4392-8b8d-0446468519fa,0.3371304228942687,0,Medium,free,NA,0.0,1.0,7.0,266.0
2e45972b-5649-4a32-8fb4-eeafd94508c9,0.3453997134771309,0,Medium,free,NA,0.0,2.0,7.0,187.0
a59f446c-ee0d-46aa-85f1-eca35c611392,0.30306796256463653,0,Medium,free,NA,0.0,1.0,7.0,108.0
57d73b83-00a9-4ba6-b402-de3d3a3d6aa1,0.49977741908702833,0,Medium,free,NA,0.0,,7.0,196.0
6e38c950-ef84-4191-b91e-e38129c03ec7,0.5079415275823489,0,Medium,free,APAC,0.0,,,
a78eb095-1012-4ecf-935c-65fc52010ebc,0.31485419141885324,0,Medium,free,EU,0.0,1.0,7.0,76.0
050b910a-5e54-4865-ac99-9a67ca0a60fb,0.5289580061745953,1,Medium,free,APAC,0.0,,,
813e2dac-e0b5-4cb6-a204-7f3b7884d80c,0.33196184632057774,0,Medium,free,APAC,0.0,1.0,7.0,235.0
a954493c-27ef-4c52-828f-2e87f071af76,0.39521772541017686,0,Medium,free,APAC,0.0,1.0,7.0,228.0
498ed99e-1301-46fd-b832-3c66a6bd60c8,0.41149656830394715,0,Medium,free,NA,32.0,1.0,7.0,75.0
1e792a0c-0184-4366-8308-70d891ab0b5e,0.33280561555477356,0,Medium,free,APAC,0.0,2.0,7.0,368.0
68d2b858-a269-4afe-949a-9e21c3b64b0d,0.5139886708647652,0,Medium,free,NA,0.0,,,
072d65b3-9152-48a0-a2fc-31b0b496b3ed,0.5065820396453475,0,Medium,free,EU,0.0,,,
a05b337d-c260-4fcb-b959-1dba5595389b,0.36984482847827155,0,Medium,free,NA,0.0,,,
e23ec98e-032c-4317-9301-7b60e16a7bd1,0.31022962104922774,1,Medium,standard,LATAM,16.0,,,
03cd7c43-4991-40ba-9b4f-aa738e5764de,0.4334262453776568,0,Medium,free,EU,0.0,,,
0d22cb57-0f61-47bd-804e-9a7d935a55eb,0.35857204474335774,1,Medium,free,NA,0.0,,7.0,133.0
43822009-3769-4a01-8397-b2a915233532,0.3782931456658534,0,Medium,free,NA,0.0,,,
df2f7a90-b7d1-4b75-a83f-b1b1266ecd5e,0.44716955708207706,0,Medium,free,NA,0.0,,,
6d43025e-02a6-450b-ba6d-34310cabecc5,0.3158763215944256,0,Medium,free,NA,0.0,,7.0,50.0
fa0444dd-beb7-45c3-b426-7cbbc28c78d3,0.4183564524715214,0,Medium,free,NA,0.0,,,
bbb9ad8e-0a2d-42ff-8f56-98e58ebe4f6f,0.4917124359964136,1,Medium,free,APAC,0.0,,,
64f385a8-389a-4e33-8bd7-73ce07ae25d3,0.44701110739312433,0,Medium,free,APAC,0.0,,,
8b7972d9-2f9f-4066-989d-93672d76ab18,0.5493940212091523,1,Medium,free,EU,0.0,,,
4032c806-b29c-4d74-9a6a-6c7b3716583b,0.4546404963896722,0,Medium,free,APAC,0.0,,7.0,167.0
7b5c92f3-7450-48e1-928b-10cfd1a42c70,0.5146631992890204,0,Medium,free,NA,0.0,,7.0,73.0
1cd00e58-b2eb-4d61-9190-19bcb3a130e8,0.44113994226586506,0,Medium,free,NA,0.0,,,
90d5a372-fc34-4d17-a24e-331a44ecc267,0.31282775096892546,1,Medium,standard,NA,40.0,,7.0,130.0
1581e5a6-3d26-4266-b6fc-0ae83ae46ddd,0.571907019254178,0,Medium,free,APAC,0.0,,,
28cb8176-4321-47b2-bf0e-b1eea33b3588,0.5827479767582036,1,Medium,free,APAC,0.0,,,
f2a746f5-7f0b-4bda-b8c4-8fb9390b5d72,0.508183776381182,0,Medium,free,LATAM,0.0,,7.0,34.0
07523777-5d67-4f5a-a645-616da20b32b3,0.43331875176618617,0,Medium,free,NA,0.0,1.0,7.0,15.0
858c4b7c-2d6c-42b5-962b-627884bf6408,0.3936016578757672,1,Medium,free,NA,0.0,1.0,7.0,50.0
4154806a-c09f-47ca-99f0-3bce0b8572ec,0.5406224163782613,1,Medium,free,EU,0.0,,,
cee399da-b174-478a-9f00-d69133c2b97e,0.31816433444126996,0,Medium,standard,NA,48.0,,,
443a5a24-01c3-4b9b-af9c-99d172f607fc,0.4886341207689011,0,Medium,free,EU,0.0,,,
e750e122-6001-41c3-9876-26933c3093a1,0.40070198704718224,0,Medium,free,NA,0.0,1.0,7.0,157.0
cdf5a798-8ec8-4e25-ae36-eae53edfb8e8,0.538618090013449,1,Medium,free,NA,0.0,,,
cb20cb23-d985-4f86-ac8c-91fd9fc7b15b,0.4261298111346353,1,Medium,free,NA,0.0,,,
efae7dc6-b0f1-4348-ab5f-b9e9376b3155,0.5001016705560238,0,Medium,free,APAC,0.0,,,
7b6b97dd-d531-4cde-a3a7-15cb45dd82a4,0.35368796522123913,0,Medium,free,EU,0.0,,,
c9d56d36-609a-4f3a-8300-58d10c484dd2,0.5111884852617569,0,Medium,free,EU,0.0,,,
9d5a35d4-567b-4b57-ac98-32c1ceb8c63a,0.31235435733983125,0,Medium,free,NA,0.0,2.0,7.0,42.0
4b687142-7495-4b25-8f1e-9a9163cb820d,0.5359599254704832,0,Medium,free,APAC,0.0,,,
b0203b4a-1787-40e4-bf6b-217ab724aada,0.4805748756289078,0,Medium,free,APAC,0.0,,,
b8a0e696-081d-4db1-b40b-fdf06229ac2b,0.5166816751624279,1,Medium,free,APAC,0.0,,,
94deaa79-0790-4475-b12f-ace0a52a9391,0.5919463157197306,0,Medium,free,EU,0.0,,,
a3b52d3f-4e39-4820-ac0c-6a73ed4bd8c2,0.5155180708095184,0,Medium,free,LATAM,0.0,,,
f5304a6d-6513-4f8a-9f7f-50b721b2c143,0.43517642808320056,0,Medium,free,NA,0.0,,,
e6c10d80-8a42-481d-9331-da52482ca69c,0.3510102963505209,1,Medium,free,NA,0.0,,7.0,173.0
c7e7b6de-7aa1-41de-949e-7be1b8d4cce2,0.3372808352243239,0,Medium,standard,EU,30.0,,,
fd31f4e9-4f6e-40ba-a73c-0d399ab6f778,0.5783047858017453,0,Medium,free,NA,0.0,,,
ae507b7f-6275-49dd-bac7-b2996eb6b15b,0.37934079774364965,0,Medium,standard,APAC,121.6,,,
67b0b935-7189-4031-a15b-58a933130f4b,0.5337732784018192,0,Medium,free,APAC,0.0,,,
0bdad5f5-4042-4208-bc4e-f29531b54167,0.5268094421764661,1,Medium,free,EU,0.0,,,
4b749e12-c2d3-4466-93e1-1f9d52709024,0.351261770723802,0,Medium,standard,NA,64.0,,7.0,79.0
7910cde9-431e-4fa0-9b62-f26fdbdc5de4,0.37511503298156146,0,Medium,free,APAC,0.0,,7.0,144.0
43c65234-1887-4a0b-baf3-5aafd9c369a5,0.45555591982983484,1,Medium,free,NA,0.0,,,
33d3fdd4-5b89-43ba-afe8-a8a691ee072f,0.5571896545293918,1,Medium,free,APAC,0.0,,,
d06d234f-f437-421a-94bf-6ba0bd3c1e4f,0.43834532291694017,1,Medium,free,NA,0.0,,,
7f4dbd56-0de4-4d35-b1f8-82c1a7fde3a6,0.3357274446428355,0,Medium,free,APAC,0.0,2.0,7.0,42.0
62ae5ebd-62d1-4844-917e-1a6d3fd6468b,0.3628435377484001,0,Medium,free,APAC,0.0,1.0,7.0,10.0
85e12f93-d545-4672-b50f-2e36baaa187d,0.5672083219055385,0,Medium,free,EU,0.0,,,
